Movie,Year,Studio,Production_Budget,Domestic_Gross,Foreign_Gross,Worldwide_Gross,ROI,Profit_USD_Millions,International_Share,Genres,Runtime_Minutes,IMDb_Rating,IMDb_Num_Votes
Pan,2015,WB,150000000.0,35088320.0,93300000.0,151525973.0,0.0101731533333333,1.525973,0.7267016189634695,"Adventure,Comedy,Family",111.0,5.8,55867
Mars Needs Moms,2011,BV,150000000.0,21392758.0,17600000.0,39549758.0,-0.7363349466666667,-110.450242,0.4513658664514062,"Adventure,Animation,Family",88.0,5.4,19823
Madagascar 3: Europe's Most Wanted,2012,P/DW,145000000.0,216391482.0,530500000.0,746921271.0,4.151181179310345,601.921271,0.710277212667422,"Adventure,Animation,Comedy",93.0,6.8,146858
How to Train Your Dragon 2,2014,Fox,145000000.0,177002924.0,444500000.0,614586270.0,3.238526,469.58627,0.7152017839903195,"Action,Adventure,Animation",102.0,7.8,278205
Mr. Peabody & Sherman,2014,Fox,145000000.0,111506430.0,164200000.0,269806430.0,0.860734,124.80643,0.5955610103108585,"Adventure,Animation,Comedy",92.0,6.8,57277
Rise of the Guardians,2012,P/DW,145000000.0,103412758.0,203500000.0,306900902.0,1.1165579448275862,161.900902,0.6630548737240829,"Action,Adventure,Animation",97.0,7.3,145281
Captain America: The First Avenger,2011,Par.,140000000.0,176654505.0,193900000.0,370569776.0,1.6469269714285717,230.569776,0.5232698493302625,"Action,Adventure,Sci-Fi",124.0,6.9,668137
Kung Fu Panda 3,2016,Fox,140000000.0,143528619.0,377600000.0,517599142.0,2.6971367285714285,377.599142,0.7245811997901423,"Action,Adventure,Animation",95.0,7.1,116166
G.I. Joe: Retaliation,2013,Par.,140000000.0,122523060.0,253200000.0,375740705.0,1.6838621785714285,235.740705,0.6739006117963587,"Action,Adventure,Sci-Fi",110.0,5.8,165536
Exodus: Gods and Kings,2014,Fox,140000000.0,65014513.0,203200000.0,268314513.0,0.9165322357142855,128.314513,0.7576025537439878,"Action,Adventure,Drama",150.0,6.0,150858
The BFG,2016,BV,140000000.0,55483770.0,127900000.0,199646680.0,0.4260477142857143,59.64668,0.6974444903166731,"Adventure,Family,Fantasy",117.0,6.4,69340
Gods of Egypt,2016,LG/S,140000000.0,31153464.0,119500000.0,138836756.0,-0.0083088857142857,-1.163244,0.7932111006753884,"Action,Adventure,Fantasy",127.0,5.4,95111
The Croods,2013,Fox,135000000.0,187168425.0,400000000.0,573068425.0,3.2449512962962963,438.068425,0.6812355415739529,"Action,Adventure,Animation",98.0,7.2,176699
The Revenant,2015,Fox,135000000.0,183637894.0,349300000.0,532938302.0,2.947691125925926,397.938302,0.6554234629072933,"Action,Adventure,Biography",156.0,8.0,621193
Rango,2011,Par.,135000000.0,123477607.0,122200000.0,245724600.0,0.8201822222222223,110.7246,0.4973998301766265,"Adventure,Animation,Comedy",107.0,7.2,215761
Turbo,2013,Fox,135000000.0,83028130.0,199500000.0,286896578.0,1.125159837037037,151.896578,0.7061243777743477,"Adventure,Animation,Comedy",96.0,6.4,74639
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,Par.,135000000.0,82051601.0,163600000.0,245328374.0,0.8172472148148148,110.328374,0.6659838541007514,"Action,Adventure,Comedy",112.0,6.0,77234
Happy Feet Two,2011,WB,135000000.0,64006466.0,86400000.0,157956466.0,0.1700478962962963,22.956466,0.574443388623997,"Adventure,Animation,Comedy",100.0,5.9,38396
The Nutcracker and the Four Realms,2018,BV,132900000.0,54858851.0,119100000.0,170293899.0,0.281368690744921,37.393899,0.6846446692154802,"Adventure,Family,Fantasy",99.0,5.5,18734
Penguins of Madagascar,2014,Fox,132000000.0,83350911.0,289700000.0,366942531.0,1.779867659090909,234.942531,0.7765696087524097,"Adventure,Animation,Comedy",92.0,6.7,72551
The Hunger Games: Catching Fire,2013,LGF,130000000.0,424668047.0,440300000.0,864868047.0,5.652831130769231,734.868047,0.5090361447768024,"Action,Adventure,Sci-Fi",146.0,7.5,575455
Ant-Man and the Wasp,2018,BV,130000000.0,216648740.0,406000000.0,623144660.0,3.7934204615384615,493.14466,0.6520530339465554,"Action,Adventure,Comedy",118.0,7.1,244024
Ant-Man,2015,BV,130000000.0,180202163.0,339100000.0,518858449.0,2.9912188384615384,388.858449,0.6529916957037593,"Action,Adventure,Comedy",117.0,7.3,501213
Mary Poppins Returns,2018,BV,130000000.0,171958438.0,177600000.0,341528518.0,1.6271424461538462,211.528518,0.5080695548822655,"Comedy,Family,Fantasy",130.0,6.9,52103
Puss in Boots,2011,P/DW,130000000.0,149260504.0,405700000.0,554987477.0,3.2691344384615384,424.987477,0.7310430149097601,"Action,Adventure,Animation",90.0,6.6,133355
Megamind,2010,P/DW,130000000.0,148415853.0,173500000.0,321887208.0,1.4760554461538462,191.887208,0.5389607202724496,"Action,Animation,Comedy",95.0,7.3,207488
Rio 2,2014,Fox,130000000.0,131538435.0,368600000.0,492846291.0,2.7911253153846154,362.846291,0.736995947931896,"Adventure,Animation,Comedy",101.0,6.3,72209
Salt,2010,Sony,130000000.0,118311368.0,175200000.0,290650494.0,1.2357730307692307,160.650494,0.5969104406204805,"Action,Mystery,Thriller",100.0,6.4,277204
Noah,2014,Par.,130000000.0,101200044.0,261399999.0,352831065.0,1.7140851153846153,222.831065,0.7209044897989711,"Action,Adventure,Drama",138.0,5.8,229326
The Adventures of Tintin,2011,Par.,130000000.0,77591831.0,296400000.0,373993951.0,1.876876546153846,243.993951,0.7925306796340159,"Action,Adventure,Animation",107.0,7.3,202430
After Earth,2013,Sony,130000000.0,60522097.0,183300000.0,251499665.0,0.9346128076923076,121.499665,0.7517776372828096,"Action,Adventure,Drama",100.0,4.8,181687
R.I.P.D.,2013,Uni.,130000000.0,33618855.0,44700000.0,79076678.0,-0.3917178615384615,-50.923322,0.5707437883253017,"Action,Adventure,Comedy",96.0,5.6,109078
Night at the Museum: Secret of the Tomb,2014,Fox,127000000.0,113746621.0,249500000.0,353756621.0,1.7854852047244094,226.756621,0.6868611724814916,"Adventure,Comedy,Family",98.0,6.2,93103
The Hunger Games: Mockingjay - Part 1,2014,LGF,125000000.0,337135885.0,418200000.0,766575131.0,5.132601048,641.575131,0.5536609716351554,"Action,Adventure,Sci-Fi",123.0,6.6,379050
Fast Five,2011,Uni.,125000000.0,210031325.0,416300000.0,630163454.0,4.041307632,505.163454,0.6646641855251292,"Action,Crime,Thriller",130.0,7.3,329892
Sherlock Holmes: A Game of Shadows,2011,WB,125000000.0,186848418.0,358600000.0,535663443.0,3.285307544,410.663443,0.6574407188032214,"Action,Adventure,Crime",129.0,7.5,394189
The Boss Baby,2017,Fox,125000000.0,175003033.0,353000000.0,510878762.0,3.087030096,385.878762,0.6685567656578215,"Adventure,Animation,Comedy",97.0,6.3,93730
Trolls,2016,Fox,125000000.0,153707064.0,193200000.0,344150134.0,1.753201072,219.150134,0.5569214929563959,"Adventure,Animation,Comedy",92.0,6.5,63295
Prometheus,2012,Fox,125000000.0,126477084.0,276900000.0,402448265.0,2.21958612,277.448265,0.6864544640319726,"Adventure,Mystery,Sci-Fi",124.0,7.0,538720
The Bourne Legacy,2012,Uni.,125000000.0,113203870.0,162900000.0,280355920.0,1.24284736,155.35592,0.5899953521115079,"Action,Adventure,Thriller",135.0,6.7,268678
Skyscraper,2018,Uni.,125000000.0,68420120.0,236400000.0,304115534.0,1.432924272,179.115534,0.7755393574413657,"Action,Adventure,Thriller",102.0,5.8,81193
Jason Bourne,2016,Uni.,120000000.0,162192920.0,253100000.0,416168316.0,2.4680693,296.168316,0.6094493496301358,"Action,Thriller",123.0,6.6,190596
Life of Pi,2012,Fox,120000000.0,124987022.0,484000000.0,620912003.0,4.174266691666666,500.912003,0.7947624210619056,"Adventure,Drama,Fantasy",127.0,7.9,535836
Elysium,2013,TriS,120000000.0,93050117.0,193100000.0,286192091.0,1.3849340916666666,166.192091,0.6748206222120818,"Action,Drama,Sci-Fi",109.0,6.6,395572
Oblivion,2013,Uni.,120000000.0,89107235.0,197100000.0,287916633.0,1.399305275,167.916633,0.6886618362390454,"Action,Adventure,Sci-Fi",124.0,7.0,453966
Fantastic Four,2015,Fox,120000000.0,56117548.0,111900000.0,167849187.0,0.398743225,47.849187,0.66600186309111,"Action,Adventure,Drama",100.0,4.3,140148
The Wolverine,2013,Fox,115000000.0,132556852.0,282300000.0,416456852.0,2.6213639304347827,301.456852,0.6804756836943843,"Action,Adventure,Sci-Fi",126.0,6.7,401286
Gulliver's Travels,2010,Fox,112000000.0,42779261.0,194600000.0,232017848.0,1.0715879285714285,120.017848,0.8197851791273375,"Adventure,Comedy,Family",85.0,4.9,61178
Ferdinand,2017,Fox,111000000.0,84410380.0,211700000.0,289847930.0,1.6112426126126127,178.84793,0.7149360991668039,"Adventure,Animation,Comedy",108.0,6.7,40229
Deadpool 2,2018,Fox,110000000.0,324591735.0,460500000.0,786680557.0,6.151641427272727,676.680557,0.5865556590020655,"Action,Adventure,Comedy",119.0,7.8,391735
Gravity,2013,WB,110000000.0,274092705.0,449100000.0,693698673.0,5.306351572727273,583.698673,0.6209963083076177,"Drama,Sci-Fi,Thriller",91.0,7.7,710018
San Andreas,2015,WB (NL),110000000.0,155190832.0,318800000.0,456258539.0,3.1478049,346.258539,0.6725868486840269,"Action,Adventure,Drama",114.0,6.1,192750
The Smurfs,2011,Sony,110000000.0,142614158.0,421100000.0,563749323.0,4.124993845454545,453.749323,0.7470097992465181,"Adventure,Animation,Comedy",103.0,5.5,77577
The Green Hornet,2011,Sony,110000000.0,98780042.0,129000000.0,229155503.0,1.0832318454545455,119.155503,0.5663358337601851,"Action,Comedy,Crime",119.0,5.8,148622
Real Steel,2011,BV,110000000.0,85463309.0,213800000.0,263880341.0,1.398912190909091,153.880341,0.7144210251314169,"Action,Drama,Family",127.0,7.1,283534
The A-Team,2010,Fox,110000000.0,77222099.0,100000000.0,177241171.0,0.6112833727272727,67.241171,0.5642637152153356,"Action,Adventure,Thriller",117.0,6.8,235256
The Smurfs 2,2013,Sony,110000000.0,71017784.0,276500000.0,348547523.0,2.1686138454545456,238.547523,0.7956427346463513,"Adventure,Animation,Comedy",105.0,5.4,34229
Ender's Game,2013,LG/S,110000000.0,61737191.0,63800000.0,127983283.0,0.1634843909090909,17.983283,0.5082159278201469,"Action,Adventure,Fantasy",114.0,6.6,211722
The Martian,2015,Fox,108000000.0,228433663.0,401700000.0,655271443.0,5.067328175925926,547.271443,0.6374837968305781,"Adventure,Drama,Sci-Fi",144.0,8.0,680116
Allied,2016,Par.,106000000.0,40098064.0,79400000.0,119266661.0,0.125157179245283,13.266661,0.6644459110232949,"Action,Drama,Romance",124.0,7.1,125741
Ice Age: Collision Course,2016,Fox,105000000.0,64063008.0,344500000.0,402156682.0,2.830063638095238,297.156682,0.8431991963403598,"Adventure,Animation,Comedy",94.0,5.7,48932
Kingsman: The Golden Circle,2017,Fox,104000000.0,100234838.0,310700000.0,408803696.0,2.930804769230769,304.803696,0.7560809434219836,"Action,Adventure,Comedy",141.0,6.8,230797
A Wrinkle in Time,2018,BV,103000000.0,100478608.0,32200000.0,133401882.0,0.2951639029126213,30.401882,0.2426917231450001,"Adventure,Family,Fantasy",109.0,4.2,34888
Bumblebee,2018,Par.,102000000.0,127195589.0,340800000.0,465195589.0,3.560741068627451,363.195589,0.7282119917587514,"Action,Adventure,Sci-Fi",114.0,6.9,94155
Cloud Atlas,2012,WB,102000000.0,27108272.0,103400000.0,130673154.0,0.2811093529411764,28.673154,0.7922869440796826,"Action,Drama,Mystery",172.0,7.4,326473
Django Unchained,2012,Wein.,100000000.0,162805434.0,262600000.0,449948323.0,3.49948323,349.948323,0.6172934782022554,"Drama,Western",165.0,8.4,1211405
Little Fockers,2010,Uni.,100000000.0,148438600.0,162200000.0,310650574.0,2.10650574,210.650574,0.5221501770868141,"Comedy,Romance",98.0,5.5,99222
The Other Guys,2010,Sony,100000000.0,119219978.0,51200000.0,170936470.0,0.7093647,70.93647,0.3004342601194327,"Action,Comedy,Crime",107.0,6.7,221664
The Wolf of Wall Street,2013,Par.,100000000.0,116900694.0,275100000.0,389870414.0,2.89870414,289.870414,0.7017844718407565,"Biography,Crime,Drama",180.0,8.2,1035358
Epic,2013,Fox,100000000.0,107518682.0,160900000.0,262794441.0,1.62794441,162.794441,0.5994366666326154,"Adventure,Animation,Family",102.0,6.7,95318
The Expendables 2,2012,LGF,100000000.0,85028192.0,229900000.0,311979256.0,2.11979256,211.979256,0.7300076837833559,"Action,Adventure,Thriller",103.0,6.6,277584
The Tourist,2010,Sony,100000000.0,67631157.0,210700000.0,278731369.0,1.78731369,178.731369,0.7570119072224458,"Action,Adventure,Thriller",103.0,6.0,206714
Legend of the Guardians: The Owls of Ga'Hoole,2010,WB,100000000.0,55675313.0,84400000.0,139716717.0,0.39716717,39.716717,0.6025330102242927,"Action,Adventure,Animation",97.0,7.0,73790
The Expendables 3,2014,LGF,100000000.0,39322544.0,175300000.0,209461378.0,1.09461378,109.461378,0.8167827886710727,"Action,Adventure,Thriller",126.0,6.1,156432
Green Zone,2010,Uni.,100000000.0,35497337.0,59800000.0,97523020.0,-0.0247698,-2.47698,0.627509664829354,"Action,Drama,Thriller",115.0,6.8,122132
Geostorm,2017,WB,100000000.0,33700160.0,187900000.0,220796009.0,1.20796009,120.796009,0.8479235755064437,"Action,Sci-Fi,Thriller",109.0,5.3,78287
In the Heart of the Sea,2015,WB,100000000.0,25020758.0,68900000.0,89693309.0,-0.10306691,-10.306691,0.7335971457981632,"Action,Adventure,Biography",122.0,6.9,108628
Transcendence,2014,WB,100000000.0,23022309.0,80000000.0,103039258.0,0.03039258,3.039258,0.7765308385778851,"Action,Drama,Sci-Fi",119.0,6.3,204481
Mortal Engines,2018,Uni.,100000000.0,15951040.0,67700000.0,85287417.0,-0.14712583,-14.712583,0.8093145046373602,"Action,Adventure,Fantasy",128.0,6.1,70193
The Peanuts Movie,2015,Fox,99000000.0,130178411.0,116100000.0,250091610.0,1.5261778787878788,151.09161,0.4714176915815816,"Adventure,Animation,Comedy",88.0,7.1,39149
Alien: Covenant,2017,Fox,97000000.0,74262031.0,166600000.0,238521247.0,1.4589819278350515,141.521247,0.6916822851169929,"Horror,Sci-Fi,Thriller",122.0,6.4,226920
Ice Age: Continental Drift,2012,Fox,95000000.0,161321843.0,715900000.0,879765137.0,8.26068565263158,784.765137,0.8160991495055602,"Adventure,Animation,Comedy",88.0,6.6,175601
Sex and the City 2,2010,WB (NL),95000000.0,95347692.0,193000000.0,294680778.0,2.1019029263157893,199.680778,0.6693308299481724,"Comedy,Drama,Romance",146.0,4.4,69199
The Campaign,2012,WB,95000000.0,86907746.0,18000000.0,104907746.0,0.1042920631578947,9.907746,0.1715793226555453,Comedy,85.0,6.1,118678
Unstoppable,2010,Fox,95000000.0,81562942.0,86200000.0,165720921.0,0.7444307473684211,70.720921,0.513820269079449,"Action,Thriller",98.0,6.8,173019
Rise of the Planet of the Apes,2011,Fox,93000000.0,176760185.0,305000000.0,470986200.0,4.064367741935484,377.9862,0.6330950740564001,"Action,Drama,Sci-Fi",105.0,7.6,473020
A Good Day to Die Hard,2013,Fox,92000000.0,67349198.0,237300000.0,304249198.0,2.3070565,212.249198,0.778928687677031,"Action,Thriller",98.0,5.3,188383
The Secret Life of Walter Mitty,2013,Fox,91000000.0,58236838.0,129900000.0,187861183.0,1.0644086043956045,96.861183,0.6904548911362058,"Adventure,Comedy,Drama",114.0,7.3,275300
Jumanji: Welcome to the Jungle,2017,Sony,90000000.0,404508916.0,557600000.0,964496193.0,9.716624366666666,874.496193,0.5795601628121696,"Action,Adventure,Comedy",119.0,7.0,242735
Rio,2011,Fox,90000000.0,143619809.0,341000000.0,487519809.0,4.416886766666667,397.519809,0.7036443696010783,"Adventure,Animation,Comedy",96.0,6.9,191621
Alvin and the Chipmunks: The Road Chip,2015,Fox,90000000.0,85886987.0,148900000.0,249517956.0,1.7724217333333334,159.517956,0.6341918770821826,"Adventure,Animation,Comedy",92.0,5.1,14507
Pixels,2015,Sony,90000000.0,78765986.0,166100000.0,244041804.0,1.7115756,154.041804,0.6783302275392386,"Action,Comedy,Sci-Fi",105.0,5.6,119789
Percy Jackson: Sea of Monsters,2013,Fox,90000000.0,68559554.0,131300000.0,200859554.0,1.2317728222222222,110.859554,0.6569613379603559,"Adventure,Family,Fantasy",106.0,5.8,102313
Now You See Me 2,2016,LG/S,90000000.0,65075540.0,269800000.0,328325007.0,2.648055633333333,238.325007,0.8056724596845741,"Action,Adventure,Comedy",129.0,6.5,216219
Tomb Raider,2018,WB,90000000.0,58250803.0,216400000.0,273477501.0,2.0386389,183.477501,0.7879095842293969,"Action,Adventure,Fantasy",119.0,6.3,163560
The Nutcracker in 3D,2010,Free,90000000.0,195459.0,16000000.0,20466016.0,-0.7725998222222222,-69.533984,0.9879312466537687,"Action,Family,Fantasy",110.0,4.3,3119
Divergent,2014,LG/S,85000000.0,150947895.0,137900000.0,276014965.0,2.247234882352941,191.014965,0.4774138997966386,"Action,Adventure,Mystery",139.0,6.7,399703
Hotel Transylvania,2012,Sony,85000000.0,148313048.0,210100000.0,378505812.0,3.4530095529411766,293.505812,0.5861951766889916,"Animation,Comedy,Family",91.0,7.1,204571
Safe House,2012,Uni.,85000000.0,126181630.0,81700000.0,208542162.0,1.4534372,123.542162,0.3930121194450899,"Action,Adventure,Crime",115.0,6.8,192655
Tower Heist,2011,Uni.,85000000.0,78046570.0,74900000.0,150422946.0,0.7696817176470588,65.422946,0.4897134992958652,"Action,Comedy,Crime",104.0,6.2,125102
Mirror Mirror,2012,Rela.,85000000.0,64935167.0,118100000.0,173613482.0,1.0425115529411764,88.613482,0.6452311975654383,"Adventure,Comedy,Drama",106.0,5.6,79510
Arthur Christmas,2011,Sony,85000000.0,46462469.0,101000000.0,149717124.0,0.7613779294117647,64.717124,0.6849200388744339,"Adventure,Animation,Comedy",97.0,7.1,45439
Cats & Dogs: The Revenge of Kitty Galore,2010,WB,85000000.0,43585753.0,68900000.0,113026383.0,0.3297221529411764,28.026383,0.6125220142323268,"Action,Comedy,Family",82.0,4.3,12642
The Greatest Showman,2017,Fox,84000000.0,174340174.0,260700000.0,386665550.0,3.603161309523809,302.66555,0.5992550012174278,"Biography,Drama,Musical",105.0,7.6,199663
The Expendables,2010,LGF,82000000.0,103068524.0,171400000.0,268268174.0,2.271563097560976,186.268174,0.6244796215685555,"Action,Adventure,Thriller",103.0,6.5,307897
The Hunger Games,2012,LGF,80000000.0,408010692.0,286400000.0,677923379.0,7.4740422375,597.923379,0.4124360458436029,"Action,Adventure,Sci-Fi",142.0,7.2,795227
The Hangover Part II,2011,WB,80000000.0,254464305.0,332300000.0,586464305.0,6.3308038125,506.464305,0.5663262014549436,"Comedy,Mystery",102.0,6.5,432800
Hotel Transylvania 2,2015,Sony,80000000.0,169700110.0,305100000.0,469500298.0,4.868753725,389.500298,0.6425862032761535,"Animation,Comedy,Family",89.0,6.7,92905
Grown Ups 2,2013,Sony,80000000.0,133668525.0,113300000.0,247023808.0,2.0877976,167.023808,0.4587629132092845,Comedy,101.0,5.4,128500
Alvin and the Chipmunks: Chipwrecked,2011,Fox,80000000.0,133107389.0,209600000.0,349088523.0,3.3636065375,269.088523,0.6116004694605519,"Adventure,Animation,Comedy",87.0,4.4,28158
Shutter Island,2010,Par.,80000000.0,128012934.0,166800000.0,299461782.0,2.743272275,219.461782,0.5657825039657182,"Mystery,Thriller",138.0,8.1,1005960
Yogi Bear,2010,WB,80000000.0,100246011.0,101300000.0,204774690.0,1.559683625,124.77469,0.5026147602593831,"Adventure,Animation,Comedy",80.0,4.6,18934
The Book of Eli,2010,WB,80000000.0,94835059.0,62300000.0,158750817.0,0.9843852125,78.750817,0.3964742203075126,"Action,Adventure,Drama",118.0,6.9,271307
Smallfoot,2018,WB,80000000.0,83240103.0,130900000.0,213691277.0,1.6711409625,133.691277,0.6112820446341151,"Adventure,Animation,Comedy",96.0,6.7,23295
Zookeeper,2011,Sony,80000000.0,80360866.0,89500000.0,170805525.0,1.1350690625,90.805525,0.5269018232840047,"Comedy,Family,Romance",102.0,5.2,52396
The Last Witch Hunter,2015,LG/S,80000000.0,27367660.0,119600000.0,130818912.0,0.6352364,50.818912,0.8137844747613182,"Action,Adventure,Fantasy",106.0,6.0,86118
Pompeii,2014,TriS,80000000.0,23169033.0,94600000.0,108469033.0,0.3558629125,28.469033,0.8032671882429399,"Action,Adventure,Drama",105.0,5.5,100467
Journey 2: The Mysterious Island,2012,WB (NL),79000000.0,103860290.0,231400000.0,318146162.0,3.027166607594937,239.146162,0.6902099857993919,"Action,Adventure,Comedy",94.0,5.8,83507
Jack and Jill,2011,Sony,79000000.0,74158157.0,75500000.0,150519217.0,0.9053065443037974,71.519217,0.5044830266084327,Comedy,91.0,3.3,71361
Cloudy with a Chance of Meatballs 2,2013,Sony,78000000.0,119793567.0,154500000.0,274392649.0,2.517854474358974,196.392649,0.5632651238955232,"Adventure,Animation,Comedy",95.0,6.4,81010
The Equalizer 2,2018,Sony,77000000.0,102084362.0,88300000.0,190453132.0,1.4734172987012988,113.453132,0.463798597071749,"Action,Crime,Thriller",121.0,6.7,97963
Despicable Me 2,2013,Uni.,76000000.0,368065385.0,602700000.0,975216835.0,11.831800460526315,899.216835,0.6208503200801706,"Adventure,Animation,Comedy",98.0,7.4,344230
The Secret Life of Pets,2016,Uni.,75000000.0,368384330.0,507100000.0,886750534.0,10.823340453333332,811.750534,0.5792222460452262,"Adventure,Animation,Comedy",87.0,6.5,161997
Sing,2016,Uni.,75000000.0,270329045.0,363800000.0,634454789.0,7.459397186666667,559.454789,0.5737002631696203,"Animation,Comedy,Family",108.0,7.1,115951
Despicable Me 3,2017,Uni.,75000000.0,264624300.0,770200000.0,1034727750.0,12.79637,959.72775,0.7442809373533266,"Adventure,Animation,Comedy",89.0,6.3,92580
Grown Ups,2010,Sony,75000000.0,162001186.0,109400000.0,272223430.0,2.629645733333333,197.22343,0.4030933011471806,Comedy,102.0,6.0,210377
Now You See Me,2013,LG/S,75000000.0,117723989.0,234000000.0,342769200.0,3.570256,267.7692,0.6652943993535795,"Crime,Mystery,Thriller",115.0,7.3,553156
Immortals,2011,Rela.,75000000.0,83504017.0,143400000.0,211562435.0,1.8208324666666664,136.562435,0.6319852856549473,"Action,Drama,Fantasy",110.0,6.0,152992
Killers,2010,LGF,75000000.0,47059963.0,51100000.0,95572749.0,0.27430332,20.572749,0.5205788433314711,"Action,Comedy,Romance",100.0,5.4,82237
Sucker Punch,2011,WB,75000000.0,36392502.0,53400000.0,89758389.0,0.19677852,14.758389,0.5947044442530401,"Action,Adventure,Fantasy",110.0,6.1,218371
Inferno,2016,Sony,75000000.0,34343574.0,185700000.0,219519367.0,1.9269248933333332,144.519367,0.8439237584824903,"Action,Adventure,Crime",121.0,6.2,138978
Minions,2015,Uni.,74000000.0,336045770.0,823400000.0,1160336173.0,14.680218554054054,1086.336173,0.7101668929285067,"Adventure,Animation,Comedy",91.0,6.4,193917
